Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
13.09.2020;07:00;29,74;27,56;29,74;21,97;21,97;29,74;29,74;11,8;29,74;37,51;21,97;29,38;26;-;33,31;29,74;29,07
13.09.2020;08:00;30,13;29,25;30,13;25,53;25,53;30,13;30,13;11,92;30,13;40,59;25,53;30,91;24,78;-;32,08;30,13;29,09
13.09.2020;09:00;30,23;29,52;29,62;26,15;26,15;31,05;29,62;12,05;30,4;41,33;26,15;32,16;22,71;-;31,05;30,4;28,94
13.09.2020;10:00;15,07;26,19;21,29;15,07;25,54;31,15;15,07;11,54;31,05;42,62;25,54;31,94;17,7;-;31,15;31,15;27,45
13.09.2020;11:00;0,01;22,97;11,97;0,01;25,05;32;0,01;7,49;31,07;43,32;25,05;33,08;17,15;-;32;31,07;28,43
13.09.2020;12:00;-24,08;19,4;6,4;-24,08;19,87;34;-7,21;4,37;31,08;43,71;19,87;34,89;22,49;-;33,14;31,08;26,7
13.09.2020;13:00;-58,8;14,82;0;-58,8;16,82;32,26;-10;4,51;32,07;44,56;16,82;34,93;24,75;-;32,26;32,07;24,75
13.09.2020;14:00;-49,94;12,39;1,45;-49,94;9,05;30,54;-10;4,89;30,54;44,65;9,05;33,12;14,49;-;30,54;30,54;23,74
13.09.2020;15:00;-12,9;17,51;9,91;-12,9;9,36;30,45;-1,38;8,89;26;44,77;9,36;31,97;19,97;-;30,45;26;25,04
13.09.2020;16:00;10,69;25,03;24,15;10,69;19,99;30,46;22,4;11,7;26,8;44;19,99;32,2;18,75;-;30,92;26,8;31,59
13.09.2020;17:00;34,2;33,09;34,2;32,76;26,98;34,2;34,2;12,12;34,2;44,31;26,98;36,18;28;-;36;34,2;37,49
13.09.2020;18:00;40;37,03;40;30,34;30,34;40;40;12,33;40;43,27;30,34;42,47;36,5;-;40;40;43,03
13.09.2020;19:00;48,6;42,36;48,6;29,72;29,72;48,6;48,6;12,42;48,6;50,95;29,72;48,65;46,65;-;48,6;48,6;51,06
13.09.2020;20:00;50,92;44,07;50,92;30,04;30,04;50,92;50,92;12,56;50,92;55,88;30,04;49,56;48,3;-;50,92;50,92;51,06
13.09.2020;21:00;48,08;41,16;48,08;27,68;27,68;48,08;48,08;12,54;48,08;50,54;27,68;47,15;45,5;-;48,08;48,08;45,57
13.09.2020;22:00;43,5;39,35;43,5;43,5;24,39;43,5;43,5;12,45;43,5;44,88;24,39;44,15;42,3;-;43,5;43,5;43,03
13.09.2020;23:00;35,06;33,83;36,95;35,06;19,07;39,73;35,06;12,29;36,6;42,99;19,07;40,38;36,55;-;39,73;36,6;38,64
14.09.2020;00:00;35,22;30,91;36,48;17,98;17,98;37,84;35,22;12,03;36,04;39,32;17,98;38,25;37,57;-;38,54;36,04;38,6
14.09.2020;01:00;34,28;29,68;34,33;18,51;18,51;34,48;34,23;11,99;34,34;37,06;18,51;36,49;35,02;-;37,03;34,34;35,02
14.09.2020;02:00;32,9;31,25;32,9;32,9;21,87;32,9;32,9;11,98;32,9;36,69;21,87;35,06;34,2;-;32,9;32,9;34,2
14.09.2020;03:00;32,35;30,97;32,35;32,35;22,05;32,35;32,35;12,01;32,35;36,83;22,05;35,27;33,14;-;32,35;32,35;33,14
14.09.2020;04:00;32,32;32,52;32,32;32,32;25,6;32,32;32,32;12,06;32,32;43,11;25,6;35,93;33,14;-;32,32;32,32;33,14
14.09.2020;05:00;36,07;37,43;36,07;36,07;36,07;36,07;36,07;12,16;36,07;45,25;35,21;39,02;37,02;-;37,67;36,07;37,02
14.09.2020;06:00;50;50,92;50;50;50;50;50;12,25;50;56,54;50;51,02;50,71;-;50;50;50,71
14.09.2020;07:00;58,34;59,22;58,34;58,34;58,34;58,34;58,34;12,52;58,34;58,34;58,34;63,47;61,15;-;58,34;58,34;61,15
14.09.2020;08:00;62,05;62,83;62,05;62,05;62,05;62,05;62,05;12,75;62,05;62,05;62,05;67,23;63,93;-;62,05;62,05;63,93
14.09.2020;09:00;55,93;56,19;55,93;55,93;55,93;55,93;55,93;12,71;55,93;55,93;55,93;58,25;55,93;-;55,93;55,93;55,93
14.09.2020;10:00;50,49;50,59;49,63;50,49;50,49;52,02;49,63;12,66;50,88;50,49;50,49;50,76;50,02;-;52,02;50,88;50,02
14.09.2020;11:00;46,04;47,64;44,23;46,04;47,18;49,25;44,23;12,59;46,86;50,71;47,18;49,33;48;-;49,25;46,86;48
14.09.2020;12:00;40,46;44,38;34,99;40,46;44,29;50,12;34,99;12,51;42,9;50,59;44,29;46,05;45,71;-;50,12;42,9;45,71
14.09.2020;13:00;42,28;44,66;39;42,28;44,23;48;39;12,46;43,72;50,18;44,23;45,83;44,5;-;48;43,72;44,91
14.09.2020;14:00;40,15;44,07;45,52;40,15;40,15;53,78;38,22;12,46;44,49;49,72;40,15;45,43;44,5;-;53,78;44,49;44,73
14.09.2020;15:00;45,23;46,92;47,58;45,23;45,23;52,4;44,21;12,47;47,08;49,97;45,23;46,92;46;-;52,4;47,08;46,22
14.09.2020;16:00;51,69;52,52;53,1;51,69;51,69;55;51,35;12,49;52,42;55,64;51,69;51,88;51,34;-;55;52,42;51,34
14.09.2020;17:00;66,4;64,34;66,4;66,4;66,4;66,4;66,4;12,49;66,4;64,81;64,81;58,85;58,6;-;66,4;66,4;58,6
14.09.2020;18:00;80,98;76,6;80,98;80,98;80,98;80,98;80,98;12,48;80,98;71,08;71,08;72,55;69,83;-;74,84;74,84;69,83
14.09.2020;19:00;120,62;102,79;120,62;120,62;120,62;120,62;120,62;12,5;120,62;78,49;78,49;85,06;80;-;84,36;84,36;80
14.09.2020;20:00;96,43;88,01;96,43;96,43;96,43;96,43;96,43;12,53;96,43;76,86;76,86;80,37;75,86;-;84,35;84,35;75,86
14.09.2020;21:00;66,32;63,46;66,32;66,32;66,32;66,32;66,32;12,49;66,32;59,24;59,24;62,24;58,84;-;66,32;66,32;58,84
14.09.2020;22:00;54,01;53,43;54,01;54,01;54,01;54,01;54,01;12,42;54,01;53,89;52,71;52,32;51,86;-;54,01;54,01;51,86
14.09.2020;23:00;44,15;45,1;46,07;44,15;44,15;48;44,01;12,29;45,18;47,15;43,09;46,08;44,07;-;48;45,18;44,07
15.09.2020;00:00;41,23;42,18;42,77;41,23;41,23;44,81;40,92;11,62;42,08;49,45;28,36;45,05;46,49;-;44,81;42,08;46,49
15.09.2020;01:00;40,81;40,7;40,89;40,81;40,81;41;40,79;11,55;40,85;49,5;27,93;41,98;42,6;-;41;40,85;42,6
15.09.2020;02:00;39,2;39;39,2;39,2;39,2;39,2;39,2;11,53;39,2;46,64;28,3;39,97;40,11;-;39,2;39,2;40,11
15.09.2020;03:00;37,77;37,93;37,77;37,77;37,77;37,77;37,77;11,53;37,77;46,24;28,2;39,1;39;-;37,77;37,77;39
15.09.2020;04:00;38,6;39,78;38,6;38,6;38,6;38,6;38,6;11,56;38,6;49,45;37,67;38,57;39,33;-;38,6;38,6;39,33
15.09.2020;05:00;41,81;42,65;41,81;41,81;41,81;41,81;41,81;11,71;41,81;48,16;41,81;41,86;42,97;-;41,81;41,81;42,97
15.09.2020;06:00;53,9;54,56;53,9;53,9;53,9;53,9;53,9;12,05;53,9;55,94;53,9;55,47;56,24;-;53,9;53,9;56,24
15.09.2020;07:00;74,84;73,42;74,84;74,84;74,84;74,84;74,84;12,34;74,84;71,84;74,84;72,52;67,42;-;74,84;74,84;67,42
15.09.2020;08:00;84,35;81,61;84,35;84,35;84,35;84,35;84,35;12,81;84,35;77,67;84,35;77,26;73,49;-;84,35;84,35;73,49
15.09.2020;09:00;77,64;75,18;77,64;77,64;78,49;77,64;77,64;12,75;77,64;76,81;78,49;68,14;64,09;-;77,64;77,64;64,09
15.09.2020;10:00;67,29;68,26;66,32;67,29;77,7;69,52;65,88;12,65;67,29;70,34;77,7;60,12;58,51;-;69,52;67,29;58,51
15.09.2020;11:00;61,37;64,74;60,31;61,37;78,46;63,22;59,91;12,55;61,86;68,54;78,46;54,82;56;-;63,22;61,86;56
15.09.2020;12:00;49,95;59,04;35;49,95;72,61;71,74;35;12,44;55,6;69,54;72,61;50,57;53,75;-;58;55,6;53,75
15.09.2020;13:00;50,01;55,96;41,02;50,01;63,87;64,42;41,02;12,4;53,7;63,87;63,87;50,37;52,5;-;64,42;54,6;52,5
15.09.2020;14:00;52,71;55,82;57,09;52,71;59,01;63,39;51,47;12,25;56,1;59,01;59,01;50,18;51,49;-;63,39;56,1;51,49
15.09.2020;15:00;59,9;59,76;62,79;59,9;61,37;66,57;59,32;12,28;61,76;61,37;61,37;51,19;54,99;-;66,57;61,76;54,99
15.09.2020;16:00;70,01;67,59;70,01;70,01;70,01;70,01;70,01;12,28;70,01;70,01;70,01;57,29;60,97;-;70,01;70,01;60,97
15.09.2020;17:00;82,71;80,05;82,71;82,71;82,71;82,71;82,71;12,25;82,71;80,62;82,71;70,03;73,57;-;82,71;82,71;73,57
15.09.2020;18:00;130,59;115,95;130,59;130,59;130,59;130,59;130,59;12,27;130,59;81,7;130,59;94;84,32;-;105;105;84,32
15.09.2020;19:00;189,25;160,85;189,25;189,25;189,25;189,25;189,25;12,25;189,25;84,74;189,25;119,69;107,68;-;163,06;163,06;107,68
15.09.2020;20:00;148,18;123,58;148,18;148,18;148,18;148,18;148,18;12,32;148,18;82,74;82,74;110,74;95,1;-;148,18;148,18;95,1
15.09.2020;21:00;77,68;74,67;77,68;77,68;77,68;77,68;77,68;12,2;77,68;69,8;69,8;74,01;70,04;-;77,68;77,68;70,04
15.09.2020;22:00;63,44;60,1;63,44;63,44;63,44;63,44;63,44;11,9;63,44;60,3;47,8;55,58;60;-;63,44;63,44;60
15.09.2020;23:00;51,51;50,37;51,51;51,51;51,51;51,51;51,51;11,64;51,51;57,46;36,86;49,74;51,75;-;51,51;51,51;51,75
16.09.2020;00:00;50,12;48,39;50,12;50,12;50,12;50,12;50,12;11,22;50,12;50,97;40,56;47,62;45,73;-;50,12;50,12;45,73
16.09.2020;01:00;46,3;45,04;46,3;46,3;46,3;46,3;46,3;10,98;46,3;49,41;35,95;44,04;44,42;-;46,3;46,3;44,42
16.09.2020;02:00;45,1;43,7;45,1;45,1;45,1;45,1;45,1;10,93;45,1;48,67;34,94;42,16;41,99;-;45,1;45,1;41,99
16.09.2020;03:00;43,12;42,01;42,59;43,12;43,12;42,77;41,97;10,89;43,12;49;34,52;40,55;39,93;-;42,77;43,12;39,93
16.09.2020;04:00;44;42,33;42,06;44;44;42,72;39,8;10,87;44;49,42;36,02;40,75;40,25;-;42,72;44;40,25
16.09.2020;05:00;46,35;46,37;46,35;46,35;46,35;46,35;46,35;10,86;46,35;53,91;44,11;43,39;44,14;-;46,35;46,35;44,14
16.09.2020;06:00;59,98;59,2;59,98;59,98;59,98;59,98;59,98;11,25;59,98;62,57;58,54;54,53;57,26;-;59,98;59,98;57,26
16.09.2020;07:00;76,39;75,5;76,39;76,39;76,39;76,39;76,39;11,51;76,39;74,96;74,96;74,59;73;-;74,55;74,55;73
16.09.2020;08:00;86,53;84,09;86,53;86,53;86,53;86,53;86,53;11,64;86,53;82,78;86,53;78,09;76,78;-;84,35;84,35;76,78
16.09.2020;09:00;75;73,28;75;75;75;75;75;11,59;75;75;75;67,73;66,76;-;75;75;66,76
16.09.2020;10:00;63,32;62,31;62,25;63,32;63,32;65,25;61,83;11,5;63,84;63,32;63,32;57,68;58,93;-;65,25;65,25;58,93
16.09.2020;11:00;56,96;57,23;57,18;56,96;56,96;59,94;54,17;11,47;57,77;65,13;56,96;53,16;54;-;59,94;59,94;54
16.09.2020;12:00;48,35;50,41;49,95;47,27;47,27;58,67;38,4;11,45;51,14;65,13;47,27;49,47;49,05;-;55;55;51
16.09.2020;13:00;43,29;47,55;35,13;42,26;42,26;55;34,17;11,37;51,9;61,6;42,26;49,45;49,07;-;55;55;52,94
16.09.2020;14:00;39,98;46,83;44,2;37,29;37,29;57,61;37,29;11,41;53,91;61,29;37,29;49,47;50;-;57,61;57,61;53,66
16.09.2020;15:00;43,16;47,36;41,82;37,3;37,3;54;37,3;11,31;54;61,94;37,3;49,78;57,34;-;54;54;57,34
16.09.2020;16:00;45,07;49,89;43,41;42,39;42,39;54,46;39;11,41;56,09;61,76;42,39;50,43;60,11;-;57,83;57,83;60,11
16.09.2020;17:00;54,8;53,31;57,17;45,98;45,98;59,93;49,37;11,43;56,24;64;45,98;51,28;61;-;60;60;61
16.09.2020;18:00;61,48;58,51;65,28;53,94;53,94;68,43;53,94;11,46;63,4;64,17;53,94;54,07;60,8;-;68,45;63,4;60,8
16.09.2020;19:00;66,45;63,8;69,85;59,2;59,2;73,22;59,2;11,53;68,32;65,08;59,2;56,66;74,11;-;74,84;68,32;74,11
16.09.2020;20:00;57,44;55,18;60,56;50,92;50,92;63,48;50,92;11,83;59,1;65,08;38,12;54,39;63,71;-;74,55;60,2;63,71
16.09.2020;21:00;48,39;44,97;51,28;34,97;34,97;53,75;42,49;11,76;49,86;62,98;27,66;48,13;49,9;-;55;51,98;49,9
16.09.2020;22:00;43,37;42,49;46,53;37,24;37,24;48,77;37,24;11,59;44,79;65,75;22,08;47,52;41,74;-;48,77;48,77;49
16.09.2020;23:00;36,96;38,25;40,05;36,2;36,2;44,18;36,2;11,45;38,74;59,62;14,95;43,08;35,1;-;44,18;44,18;42,42
17.09.2020;00:00;34,11;29,42;37,68;9,41;9,41;42,49;33,13;9,41;36,3;46,63;9,41;40,47;37,56;-;45,5;36,3;39,25
17.09.2020;01:00;34,85;28,89;36,13;9,37;9,37;37,88;34,49;9,37;37,06;45,27;9,37;39,92;37,25;-;42;37,06;37,25
17.09.2020;02:00;34,73;27,71;34,98;9,47;9,47;35,31;34,66;9,47;34,99;42,73;9,47;37,07;36,22;-;40,91;34,99;36,22
17.09.2020;03:00;34,32;27,39;34,39;9,74;9,74;34,52;34,27;9,74;34,98;42,44;9,74;35,77;35,35;-;37,86;34,98;35,35
17.09.2020;04:00;34,58;32,13;34,58;25,73;25,73;34,58;34,58;9,95;34,58;42;20,25;35,74;35,96;-;37,86;34,58;35,96
17.09.2020;05:00;36,56;36,89;36,56;36,56;36,56;36,57;36,56;10,09;36,57;45,08;27,8;38,33;37,98;-;38,52;36,57;38,99
17.09.2020;06:00;48;47,81;48;48;48;48;48;10,6;48;52,3;37,44;50,14;50,42;-;48;48;50,67
17.09.2020;07:00;53,64;55,02;53,64;53,64;53,64;53,64;53,64;10,98;53,64;54,32;52,35;59;61,27;-;57,3;53,64;61,27
17.09.2020;08:00;59,69;61,11;59,69;59,69;59,69;59,69;59,69;11,2;59,69;60,15;59,69;64,73;66,94;-;61,8;59,69;66,94
17.09.2020;09:00;53,91;55,63;52,86;53,91;53,91;55,79;52,86;11,19;54,41;53,91;53,91;59,86;62,11;-;55,79;54,41;62,11
17.09.2020;10:00;45,8;49,08;36,49;45,8;45,8;53,71;41,4;11,05;47,92;50,87;45,8;53,53;56,92;-;53,71;53,71;56,92
17.09.2020;11:00;42;47,42;29,5;42;43,03;52,04;34,9;10,85;52;51,42;43,03;53,06;55,34;-;52,04;52,04;55,34
17.09.2020;12:00;39,89;46,55;30,5;39,89;44,37;50;34;10,78;50;51,17;44,37;51,58;53,59;-;50;50;53,59
17.09.2020;13:00;39,07;46,29;30,5;39,07;44,28;49,87;34,23;10,76;49,87;50,72;44,28;50,8;53,48;-;49,87;49,87;53,48
17.09.2020;14:00;37,1;44,55;30,5;37,1;38,01;50,43;32,23;10,72;50,43;50,62;38,01;51,34;52,8;-;50,43;50,43;52,8
17.09.2020;15:00;36,66;45,18;36,2;36,66;40;50,21;33,38;10,59;50,21;49,82;40;51,13;55,21;-;50,21;50,21;55,21
17.09.2020;16:00;47,74;49,39;45;47,74;47,74;50,12;46,41;10,57;48,37;49,37;47,74;51,54;55,49;-;54;54;56,45
17.09.2020;17:00;56,43;56,98;56,34;56,43;56,43;56,43;56,03;10,57;56,43;56,43;56,43;57,87;60,38;-;56,43;56,43;60,68
17.09.2020;18:00;66,5;66,66;66,5;66,5;66,5;66,5;66,5;10,7;66,5;64,9;64,9;69,15;68,5;-;66,5;66,5;68,5
17.09.2020;19:00;79,84;79,28;79,84;79,84;79,84;79,84;79,84;10,79;79,84;78,98;78,98;78,39;77,97;-;79,84;79,84;77,97
17.09.2020;20:00;65,44;65,02;65,44;65,44;65,44;65,44;65,44;10,81;65,44;61,49;61,49;67,04;67,94;-;66,3;65,44;67,94
17.09.2020;21:00;53,19;52,8;53,34;53,19;53,19;53,54;53,16;10,63;53,29;52,86;48,26;53,71;54;-;53,54;53,29;54
17.09.2020;22:00;42,68;45,46;44,9;42,68;42,68;47,82;42,16;10,38;43,95;52,3;41,66;48,01;47,86;-;47,82;43,95;48,96
17.09.2020;23:00;36,92;39,2;38,91;36,92;36,92;41,62;36,37;10,01;38,05;47,15;34,81;40,88;40,09;-;41,91;38,05;41,96
18.09.2020;00:00;37,97;38,79;38,07;37,94;37,94;38,21;37,94;8,54;38,04;52,86;27,07;39,82;39,33;-;39,7;38,04;39,33
18.09.2020;01:00;35,06;36,32;34,93;34,87;34,87;35,12;34,87;8,31;35,18;51,05;25,71;37,69;37,5;-;36,84;35,18;37,5
18.09.2020;02:00;34,68;35,38;34,78;34,65;34,65;34,9;34,65;8,17;34,74;48,96;23,68;36,26;35,89;-;34,9;34,74;35,89
18.09.2020;03:00;34,51;34,9;34,49;34,26;34,26;34,5;34,26;8,16;34,51;49,41;21,19;36,03;35,67;-;34,51;34,51;35,67
18.09.2020;04:00;34,2;35,15;34,18;33,95;33,95;34,19;33,95;8,33;34,2;52,76;22,55;36,27;34,5;-;34,2;34,2;34,5
18.09.2020;05:00;36,9;38,36;36,9;36,9;36,9;36,9;36,9;8,62;36,9;51,3;32,92;38,47;38,05;-;36,9;36,9;38,05
18.09.2020;06:00;45,02;48,01;45,02;45,02;45,02;45,02;45,02;8,95;45,02;64,51;44,36;49,48;48,6;-;45,02;45,02;48,6
18.09.2020;07:00;53,02;54,64;53,02;53,02;53,02;53,02;53,02;9,37;53,02;62,19;53,02;56,06;55,37;-;53,02;53,02;55,37
18.09.2020;08:00;58,11;59,1;58,11;58,11;58,11;58,11;58,11;9,48;58,11;63,64;58,11;60,34;59,3;-;58,11;58,11;59,3
18.09.2020;09:00;52,79;54,11;52,79;52,79;52,79;52,79;52,79;9,46;52,79;61,53;52,79;54,68;54,04;-;52,79;52,79;54,04
18.09.2020;10:00;44,67;47,69;40,32;44,67;44,67;48,23;42,6;9,42;45,6;60,74;44,67;50,71;47,31;-;48,23;45,6;47,31
18.09.2020;11:00;38,35;43,16;27,8;38,35;38,35;47,01;33,37;9,2;40,59;60,45;38,35;48,65;43,3;-;47,01;40,59;43,3
18.09.2020;12:00;34,89;41,58;26,2;34,89;34,89;45,69;28,5;9,1;45,69;59,15;34,89;46,47;44,01;-;45,69;45,69;44,01
18.09.2020;13:00;34,51;40,76;26,2;34,51;34,51;44,07;28,71;9,06;44,07;57,98;34,51;45,5;42,95;-;44,07;44,07;42,95
18.09.2020;14:00;34,38;38,33;23,74;28,7;28,7;42,93;28,7;9,03;42,93;57,35;28,7;45,07;41,86;-;42,93;42,93;41,86
18.09.2020;15:00;35,47;39,6;27,8;31,23;31,23;41,57;31,23;8,03;44,06;57,3;31,23;45,04;43,5;-;44,06;44,06;43,5
18.09.2020;16:00;36,7;41,52;31,2;33,25;33,25;40,85;33,25;8,08;45,98;59,73;33,25;47,15;46,99;-;45,98;45,98;46,99
18.09.2020;17:00;46,62;48,58;45,32;45,8;45,8;47,51;45,8;8,05;47,51;59,74;38,98;52,1;53,97;-;47,51;47,51;53,97
18.09.2020;18:00;53,08;55,57;53,08;53,08;53,08;53,08;53,08;8,21;53,08;63,41;51,8;59,12;60,37;-;53,08;53,08;60,37
18.09.2020;19:00;56,22;59,35;56,21;56,22;56,22;56,23;56,22;8,25;56,22;68,62;54,87;63,62;65,89;-;56,23;56,22;65,89
18.09.2020;20:00;52,05;52,26;52,19;51,84;51,84;52,19;51,84;8,15;52,09;66,29;28,32;57,44;58,5;-;52,19;52,09;58,5
18.09.2020;21:00;46,4;46,07;44,44;45,5;45,5;48;45,5;7,95;46,82;54,89;27,7;51,43;49,25;-;48;46,82;49,25
18.09.2020;22:00;39,41;39,99;42,84;35,1;35,1;42,86;35,1;7,91;40,3;58,36;25,68;43,77;43,6;-;42,86;40,3;43,6
18.09.2020;23:00;36,04;36,77;30,8;33,57;33,57;40,08;33,57;7,7;37,02;52,86;22,52;39,88;37,86;-;40,08;37,02;37,86
19.09.2020;00:00;33,25;35,33;36,14;32,68;32,68;39,9;32,68;6,43;35,07;45,2;25,03;38,99;35,75;-;39,9;35,07;35,75
19.09.2020;01:00;31,08;33,57;34,19;30,51;30,51;38,24;30,51;6,28;33,05;45,75;23,04;37,42;33,12;-;38,24;33,05;33,12
19.09.2020;02:00;32,55;32,8;33,81;32,32;32,32;35,44;32,32;6,22;33,35;46,01;16,97;35,47;30,96;-;35,44;33,35;30,96
19.09.2020;03:00;31,89;32,25;31,88;31,88;31,88;31,89;31,88;6,2;31,89;45,91;18,11;34,98;31,87;-;33,9;31,89;31,87
19.09.2020;04:00;31,26;31,93;31,26;31,26;31,26;31,26;31,26;6,21;31,26;45,71;19,72;33,77;31,88;-;33,29;31,26;31,88
19.09.2020;05:00;30,75;32,26;30,75;30,75;30,75;30,75;30,75;6,27;30,75;46,04;24,05;34,55;31,92;-;33,9;30,75;31,92
19.09.2020;06:00;34,31;34,98;34,31;34,31;34,31;34,31;34,31;6,37;34,31;45,9;25;37,71;34,64;-;36;34,31;34,64
19.09.2020;07:00;37,02;38,49;37,02;37,02;37,02;37,02;37,02;6,59;37,02;46,19;37,02;39,89;38,21;-;39;37,02;38,21
19.09.2020;08:00;39,76;41,64;39,76;39,76;39,76;39,76;39,76;6,69;39,76;52,01;39,76;42,42;41,78;-;39,76;39,76;41,78
19.09.2020;09:00;36,78;40,6;31,94;36,78;36,78;40,39;34,5;6,8;37,57;61,45;36,78;42,08;39,1;-;40,39;37,57;39,1
19.09.2020;10:00;33,58;38,01;26,9;33,58;33,58;40,29;29,58;7;35,06;61,45;33,58;39,16;35,8;-;40,29;35,06;35,8
19.09.2020;11:00;32,56;36,83;28,4;32,56;32,56;39,55;26,7;6,98;35,08;61,47;32,56;37,9;33,13;-;39,55;35,08;34
19.09.2020;12:00;31,67;35,99;26,9;31,67;31,67;39,62;24;6,73;35,89;59,42;31,67;38,06;31,94;-;38,9;35,89;33,62
19.09.2020;13:00;30,73;33,81;26,74;27,25;27,25;36,97;26,69;6,61;35,08;55,07;27,25;37,66;31,08;-;36,91;35,08;32,4
19.09.2020;14:00;30,72;33,16;26,9;27,2;27,2;35,77;27,2;6,54;35,08;50,56;27,2;36,77;31,45;-;35,77;35,08;32,94
19.09.2020;15:00;32,41;34,32;29,75;30;30;35,28;30;7,16;35,28;49,88;30;36,7;31,78;-;35,28;35,28;34,78
19.09.2020;16:00;34,99;37,17;35,44;34,99;34,99;36,03;34,84;7,32;35,27;49,89;34,99;38,31;35,25;-;36,03;35,27;36,86
19.09.2020;17:00;40,7;42,18;40,63;40,7;40,7;40,7;37,4;7,37;40,7;53,37;40,7;43,87;41,5;-;40,7;40,7;42,92
19.09.2020;18:00;47,95;48,66;47,95;47,95;47,95;47,95;47,95;7,4;47,95;53,36;47,95;48,91;47,98;-;47,95;47,95;47,98
19.09.2020;19:00;51,02;52,3;51,02;51,02;51,02;51,02;51,02;7,39;51,02;61,49;51,02;51,13;51,95;-;51,02;51,02;51,98
19.09.2020;20:00;51,05;51,5;51,05;51,05;51,05;51,05;51,05;7,35;51,05;57,39;51,05;49,86;49,95;-;51,05;51,05;49,95
19.09.2020;21:00;44,41;45,2;41;44,41;44,41;49,4;41;7,29;45,51;45,82;44,41;46,33;45,5;-;45,9;45,51;46,62
19.09.2020;22:00;39,74;39,84;35,1;39,74;39,74;46,51;35,1;7,03;41,23;45,12;28;42,62;40,53;-;41,91;41,23;43,16
19.09.2020;23:00;36,71;36,37;33,79;33,79;33,79;40,97;33,79;6,6;37,65;43,84;27,1;39,86;36,52;-;39,63;37,65;36,95
20.09.2020;00:00;37,89;37,04;39,03;37,75;37,75;40,34;37,75;6,21;38,48;42,55;25,41;39,12;34,19;-;40,34;38,48;34,19
20.09.2020;01:00;36,77;35,48;36,88;36,75;36,75;37,01;36,75;6,04;36,82;42,81;24,58;35,39;32,46;-;37,01;36,82;32,46
20.09.2020;02:00;35,36;34,37;35,36;35,36;35,36;35,36;35,36;5,98;35,36;42,79;23,93;34,86;30,91;-;35,36;35,36;30,91
20.09.2020;03:00;34,4;33,51;34,4;34,4;34,4;34,4;34,4;5,97;34,4;43,55;22,96;32,69;30,37;-;34,4;34,4;30,37
20.09.2020;04:00;34,21;33,02;34,21;34,21;34,21;34,21;34,21;5,96;34,21;42,76;21,73;31,98;29,7;-;34,21;34,21;29,7
20.09.2020;05:00;34,2;32,94;34,2;34,2;34,2;34,2;34,2;6,01;34,2;42,56;20,79;32,12;30;-;34,2;34,2;30
20.09.2020;06:00;34,8;33,27;34,8;34,8;34,8;34,8;34,8;6,05;34,8;40,48;20,38;33,46;31,1;-;34,8;34,8;31,1
20.09.2020;07:00;34,5;33,8;34,5;34,5;34,5;34,5;34,5;6,25;34,5;42,45;21,62;35,06;32,56;-;34,5;34,5;32,56
20.09.2020;08:00;35,05;34,82;35,05;35,05;35,05;35,05;35,05;6,28;35,05;44,65;23,49;36,05;33,93;-;35,05;35,05;33,93
20.09.2020;09:00;36,75;35,85;36,75;36,75;36,75;36,75;36,75;6,24;36,75;45,29;24,3;35,58;33,72;-;36,75;36,75;33,72
20.09.2020;10:00;34,2;34,27;34,2;34,2;34,2;34,2;34,2;6,25;34,2;44,88;24,46;35,68;32,45;-;34,2;34,2;32,45
20.09.2020;11:00;31,34;32,67;24,13;28,25;28,25;36,9;28,25;6,22;35,03;44,46;24,19;36,9;31,81;-;36,9;35,03;31,81
20.09.2020;12:00;31,13;32,19;26,3;26,29;26,29;39,8;26,29;6,09;35,02;44,62;23,37;36,53;31,53;-;36,27;36,27;31,53
20.09.2020;13:00;31,02;31,2;26,7;27;27;38,14;27;6,04;32,56;43,98;22,91;33,18;29;-;33,17;32,56;29
20.09.2020;14:00;32,34;31,95;30;31,34;31,34;34,1;31,34;5,99;32,71;43,42;22,19;32,33;28,82;-;33,9;32,71;28,82
20.09.2020;15:00;32,95;32,5;32,95;32,95;32,95;32,95;32,95;5,99;32,95;42,85;22,77;31,99;30,1;-;32,95;32,95;30,1
20.09.2020;16:00;34,2;30,75;34,07;24,01;24,01;34,2;24,01;6,09;34,2;44,73;23,83;34,22;33,5;-;34,2;34,2;33,97
20.09.2020;17:00;38,31;38,92;38,31;38,31;38,31;38,31;38,31;6,22;38,31;44,81;36,09;39,8;38;-;38,31;38,31;38
20.09.2020;18:00;46,47;45,57;45,74;44,91;44,91;45,99;44,91;6,34;46,47;44,58;44,58;47,64;46,18;-;45,99;46,47;46,18
20.09.2020;19:00;51,7;51,24;51,7;51,7;51,7;51,7;51,7;6,42;51,7;49,44;49,44;51,07;52,75;-;51,7;51,7;52,75
20.09.2020;20:00;51,91;49,63;51,91;51,91;51,91;51,91;51,91;6,43;51,91;46,15;36,08;51,92;53;-;51,91;51,91;53
