SLOT_START;GATE_CLOSURE_TIME;total;GERMANY_BLOCK_DEMAND_[MW];GERMANY_BLOCK_EXPORT_LIMIT_[MW];GERMANY_BLOCK_CORE_PORTION_[MW];BELGIUM_BLOCK_DEMAND_[MW];BELGIUM_BLOCK_EXPORT_LIMIT_[MW];BELGIUM_BLOCK_CORE_PORTION_[MW];FRANCE_BLOCK_DEMAND_[MW];FRANCE_BLOCK_EXPORT_LIMIT_[MW];FRANCE_BLOCK_CORE_PORTION_[MW];NETHERLANDS_BLOCK_DEMAND_[MW];NETHERLANDS_BLOCK_EXPORT_LIMIT_[MW];NETHERLANDS_BLOCK_CORE_PORTION_[MW];AUSTRIA_BLOCK_DEMAND_[MW];AUSTRIA_BLOCK_EXPORT_LIMIT_[MW];AUSTRIA_BLOCK_CORE_PORTION_[MW];SWITZERLAND_BLOCK_DEMAND_[MW];SWITZERLAND_BLOCK_EXPORT_LIMIT_[MW];SWITZERLAND_BLOCK_CORE_PORTION_[MW];SLOVENIA_BLOCK_DEMAND_[MW];SLOVENIA_BLOCK_EXPORT_LIMIT_[MW];SLOVENIA_BLOCK_CORE_PORTION_[MW];DENMARK_BLOCK_DEMAND_[MW];DENMARK_BLOCK_EXPORT_LIMIT_[MW];DENMARK_BLOCK_CORE_PORTION_[MW]
2021-06-19 22:00:00+00:00;2021-06-19 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-20 02:00:00+00:00;2021-06-19 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-20 06:00:00+00:00;2021-06-19 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-20 10:00:00+00:00;2021-06-19 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-20 14:00:00+00:00;2021-06-19 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-20 18:00:00+00:00;2021-06-19 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-20 22:00:00+00:00;2021-06-20 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-21 02:00:00+00:00;2021-06-20 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-21 06:00:00+00:00;2021-06-20 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-21 10:00:00+00:00;2021-06-20 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-21 14:00:00+00:00;2021-06-20 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-21 18:00:00+00:00;2021-06-20 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-21 22:00:00+00:00;2021-06-21 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-22 02:00:00+00:00;2021-06-21 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-22 06:00:00+00:00;2021-06-21 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-22 10:00:00+00:00;2021-06-21 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-22 14:00:00+00:00;2021-06-21 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-22 18:00:00+00:00;2021-06-21 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-22 22:00:00+00:00;2021-06-22 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-23 02:00:00+00:00;2021-06-22 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-23 06:00:00+00:00;2021-06-22 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-23 10:00:00+00:00;2021-06-22 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-23 14:00:00+00:00;2021-06-22 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-23 18:00:00+00:00;2021-06-22 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-23 22:00:00+00:00;2021-06-23 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-24 02:00:00+00:00;2021-06-23 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-24 06:00:00+00:00;2021-06-23 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-24 10:00:00+00:00;2021-06-23 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-24 14:00:00+00:00;2021-06-23 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-24 18:00:00+00:00;2021-06-23 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-24 22:00:00+00:00;2021-06-24 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-25 02:00:00+00:00;2021-06-24 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-25 06:00:00+00:00;2021-06-24 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-25 10:00:00+00:00;2021-06-24 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-25 14:00:00+00:00;2021-06-24 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-25 18:00:00+00:00;2021-06-24 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-25 22:00:00+00:00;2021-06-25 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-26 02:00:00+00:00;2021-06-25 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-26 06:00:00+00:00;2021-06-25 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-26 10:00:00+00:00;2021-06-25 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-26 14:00:00+00:00;2021-06-25 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-26 18:00:00+00:00;2021-06-25 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-26 22:00:00+00:00;2021-06-26 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-27 02:00:00+00:00;2021-06-26 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-27 06:00:00+00:00;2021-06-26 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-27 10:00:00+00:00;2021-06-26 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-27 14:00:00+00:00;2021-06-26 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-27 18:00:00+00:00;2021-06-26 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-27 22:00:00+00:00;2021-06-27 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-28 02:00:00+00:00;2021-06-27 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-28 06:00:00+00:00;2021-06-27 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-28 10:00:00+00:00;2021-06-27 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-28 14:00:00+00:00;2021-06-27 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-28 18:00:00+00:00;2021-06-27 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-28 22:00:00+00:00;2021-06-28 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-29 02:00:00+00:00;2021-06-28 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-29 06:00:00+00:00;2021-06-28 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-29 10:00:00+00:00;2021-06-28 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-29 14:00:00+00:00;2021-06-28 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-29 18:00:00+00:00;2021-06-28 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-29 22:00:00+00:00;2021-06-29 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-30 02:00:00+00:00;2021-06-29 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-30 06:00:00+00:00;2021-06-29 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-30 10:00:00+00:00;2021-06-29 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-30 14:00:00+00:00;2021-06-29 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-30 18:00:00+00:00;2021-06-29 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-06-30 22:00:00+00:00;2021-06-30 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-01 02:00:00+00:00;2021-06-30 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-01 06:00:00+00:00;2021-06-30 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-01 10:00:00+00:00;2021-06-30 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-01 14:00:00+00:00;2021-06-30 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-01 18:00:00+00:00;2021-06-30 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-01 22:00:00+00:00;2021-07-01 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-02 02:00:00+00:00;2021-07-01 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-02 06:00:00+00:00;2021-07-01 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-02 10:00:00+00:00;2021-07-01 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-02 14:00:00+00:00;2021-07-01 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-02 18:00:00+00:00;2021-07-01 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-02 22:00:00+00:00;2021-07-02 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-03 02:00:00+00:00;2021-07-02 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-03 06:00:00+00:00;2021-07-02 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-03 10:00:00+00:00;2021-07-02 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-03 14:00:00+00:00;2021-07-02 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-03 18:00:00+00:00;2021-07-02 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-03 22:00:00+00:00;2021-07-03 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-04 02:00:00+00:00;2021-07-03 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-04 06:00:00+00:00;2021-07-03 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-04 10:00:00+00:00;2021-07-03 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-04 14:00:00+00:00;2021-07-03 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-04 18:00:00+00:00;2021-07-03 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-04 22:00:00+00:00;2021-07-04 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-05 02:00:00+00:00;2021-07-04 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-05 06:00:00+00:00;2021-07-04 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-05 10:00:00+00:00;2021-07-04 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-05 14:00:00+00:00;2021-07-04 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-05 18:00:00+00:00;2021-07-04 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-05 22:00:00+00:00;2021-07-05 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
2021-07-06 02:00:00+00:00;2021-07-05 06:00:00+00:00;1444.0;562.0;168.0;169.0;87.0;100.0;27.0;508.0;152.0;153.0;114.0;100.0;35.0;71.0;100.0;22.0;67.0;100.0;21.0;15.0;100.0;0.0;20.0;6.0;6.0
