SLOT_START;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_DEMAND_[MW];AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW];AT_IMPORT(-)_EXPORT(+)_[MW];BE_DEMAND_[MW];BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];BE_IMPORT(-)_EXPORT(+)_[MW];CH_DEMAND_[MW];CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW];CH_IMPORT(-)_EXPORT(+)_[MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW];FR_DEMAND_[MW];FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW];FR_IMPORT(-)_EXPORT(+)_[MW];NL_DEMAND_[MW];NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW];NL_IMPORT(-)_EXPORT(+)_[MW];SI_DEMAND_[MW];SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW];SI_IMPORT(-)_EXPORT(+)_[MW];DK_DEMAND_[MW];DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DK_IMPORT(-)_EXPORT(+)_[MW]
2022-02-24 07:00:00+00:00;50.32;73.0;50.32;-1.0;86.0;75.16;-60.0;64.0;50.32;-19.0;555.0;50.32;45.0;489.0;50.32;96.0;116.0;50.32;-33.0;15.0;50.32;-13.0;22.0;150.0;-15.0
2022-02-24 11:00:00+00:00;94.72;73.0;94.72;16.0;86.0;165.4;-60.0;64.0;94.72;-21.0;555.0;94.72;120.0;489.0;94.72;7.0;116.0;94.72;-33.0;15.0;94.72;-14.0;22.0;150.0;-15.0
2022-02-24 15:00:00+00:00;80.0;73.0;80.0;44.0;86.0;80.0;-56.0;64.0;80.0;1.0;555.0;80.0;94.0;489.0;80.0;-22.0;116.0;80.0;-33.0;15.0;80.0;-13.0;22.0;150.0;-15.0
2022-02-24 19:00:00+00:00;51.64;73.0;51.64;-13.0;86.0;89.16;-60.0;64.0;51.64;-40.0;555.0;51.64;89.0;489.0;51.64;87.0;116.0;51.64;-33.0;15.0;51.64;-15.0;22.0;150.0;-15.0
2022-02-24 23:00:00+00:00;64.8;73.0;64.8;19.0;86.0;254.92;-60.0;64.0;64.8;-6.0;555.0;64.8;22.0;489.0;64.8;89.0;116.0;64.8;-34.0;15.0;64.8;-15.0;22.0;268.32;-15.0
2022-02-25 03:00:00+00:00;65.3;73.0;65.3;19.0;86.0;203.32;-60.0;64.0;65.3;-41.0;555.0;65.3;54.0;489.0;65.3;92.0;116.0;65.3;-34.0;15.0;65.3;-15.0;22.0;268.32;-15.0
2022-02-25 07:00:00+00:00;64.89;73.0;64.89;45.0;86.0;138.24;-60.0;64.0;64.89;-38.0;555.0;64.89;57.0;489.0;64.89;62.0;116.0;64.89;-37.0;15.0;64.89;-14.0;22.0;268.32;-15.0
2022-02-25 11:00:00+00:00;81.03;73.0;81.03;19.0;86.0;213.48;-60.0;64.0;81.03;-39.0;555.0;81.03;92.0;489.0;81.03;55.0;116.0;81.03;-37.0;15.0;81.03;-15.0;22.0;268.32;-15.0
2022-02-25 15:00:00+00:00;61.56;73.0;61.56;26.0;86.0;61.56;-56.0;64.0;61.56;-32.0;555.0;61.56;68.0;489.0;61.56;58.0;116.0;61.56;-35.0;15.0;61.56;-13.0;22.0;268.32;-15.0
2022-02-25 19:00:00+00:00;25.0;73.0;25.0;-8.0;86.0;25.0;-56.0;64.0;53.0;-44.0;555.0;25.0;55.0;489.0;25.0;121.0;116.0;25.0;-38.0;15.0;25.0;-15.0;22.0;268.32;-15.0
2022-02-25 23:00:00+00:00;48.74;73.0;48.74;-4.0;86.0;92.04;-60.0;64.0;48.74;-18.0;555.0;48.74;79.0;489.0;48.74;70.0;116.0;48.74;-37.0;15.0;48.74;-15.0;22.0;125.0;-15.0
2022-02-26 03:00:00+00:00;114.75;73.0;114.75;2.0;86.0;146.32;-60.0;64.0;114.75;-39.0;555.0;114.75;167.0;489.0;114.75;-3.0;116.0;114.75;-37.0;15.0;114.75;-9.0;22.0;125.0;-15.0
2022-02-26 07:00:00+00:00;41.97;73.0;41.97;-5.0;86.0;154.6;-60.0;64.0;41.97;-39.0;555.0;41.97;101.0;489.0;41.97;66.0;116.0;41.97;-33.0;15.0;41.97;-14.0;22.0;125.0;-15.0
2022-02-26 11:00:00+00:00;34.2;73.0;34.2;-5.0;86.0;225.96;-60.0;64.0;34.2;-30.0;555.0;34.2;84.0;489.0;34.2;73.0;116.0;34.2;-33.0;15.0;34.2;-14.0;22.0;125.0;-15.0
2022-02-26 15:00:00+00:00;24.0;73.0;24.0;-6.0;86.0;106.44;-60.0;64.0;28.0;-44.0;555.0;24.0;27.0;489.0;11.0;146.0;116.0;24.0;-33.0;15.0;24.0;-15.0;22.0;125.0;-15.0
2022-02-26 19:00:00+00:00;23.0;73.0;23.0;-6.0;86.0;140.64;-60.0;64.0;28.0;-42.0;555.0;23.0;46.0;489.0;23.0;125.0;116.0;23.0;-33.0;15.0;23.0;-15.0;22.0;125.0;-15.0
2022-02-26 23:00:00+00:00;20.0;73.0;20.0;-1.0;86.0;68.56;-60.0;64.0;20.0;-41.0;555.0;20.0;55.0;489.0;20.0;110.0;116.0;20.0;-33.0;15.0;20.0;-15.0;22.0;214.48;-15.0
2022-02-27 03:00:00+00:00;35.0;73.0;35.0;-1.0;86.0;97.84;-60.0;64.0;35.0;-29.0;555.0;35.0;110.0;489.0;35.0;43.0;116.0;35.0;-33.0;15.0;35.0;-15.0;22.0;95.57;-15.0
2022-02-27 07:00:00+00:00;28.0;73.0;28.0;-2.0;86.0;88.24;-60.0;64.0;28.0;-26.0;555.0;28.0;66.0;489.0;28.0;85.0;116.0;28.0;-33.0;15.0;28.0;-15.0;22.0;95.57;-15.0
2022-02-27 11:00:00+00:00;20.0;73.0;20.0;-1.0;86.0;158.0;-60.0;64.0;22.0;-44.0;555.0;20.0;22.0;489.0;11.0;146.0;116.0;20.0;-33.0;15.0;20.0;-15.0;22.0;95.57;-15.0
2022-02-27 15:00:00+00:00;15.0;73.0;15.0;-4.0;86.0;106.48;-60.0;64.0;15.0;-38.0;555.0;15.0;29.0;489.0;15.0;140.0;116.0;15.0;-37.0;15.0;15.0;-15.0;22.0;214.48;-15.0
2022-02-27 19:00:00+00:00;20.0;73.0;20.0;-2.0;86.0;77.6;-60.0;64.0;20.0;-37.0;555.0;20.0;72.0;489.0;20.0;90.0;116.0;20.0;-33.0;15.0;20.0;-15.0;22.0;214.48;-15.0
2022-02-27 23:00:00+00:00;39.88;73.0;39.88;-17.0;86.0;139.6;-60.0;64.0;60.0;-44.0;555.0;39.88;118.0;489.0;39.88;66.0;116.0;39.88;-33.0;15.0;39.88;-15.0;22.0;81.61;-15.0
2022-02-28 03:00:00+00:00;70.0;73.0;70.0;-15.0;86.0;89.04;-60.0;64.0;70.0;-43.0;555.0;70.0;92.0;489.0;70.0;89.0;116.0;70.0;-33.0;15.0;70.0;-15.0;22.0;86.31;-15.0
2022-02-28 07:00:00+00:00;81.53;73.0;81.53;-11.0;86.0;81.53;-50.0;64.0;81.53;-4.0;555.0;81.53;96.0;489.0;81.53;32.0;116.0;81.53;-35.0;15.0;81.53;-13.0;22.0;90.74;-15.0
2022-02-28 11:00:00+00:00;60.68;73.0;60.68;-6.0;86.0;115.8;-60.0;64.0;60.68;-41.0;555.0;60.68;131.0;489.0;60.68;40.0;116.0;60.68;-35.0;15.0;60.68;-14.0;22.0;81.75;-15.0
2022-02-28 15:00:00+00:00;59.84;73.0;59.84;-13.0;86.0;78.68;-60.0;64.0;59.84;-28.0;555.0;59.84;69.0;489.0;59.84;104.0;116.0;59.84;-45.0;15.0;59.84;-12.0;22.0;81.48;-15.0
2022-02-28 19:00:00+00:00;42.5;73.0;42.5;-17.0;86.0;51.6;-60.0;64.0;42.5;-34.0;555.0;42.5;78.0;489.0;42.5;107.0;116.0;42.5;-45.0;15.0;42.5;-14.0;22.0;80.0;-15.0
2022-02-28 23:00:00+00:00;64.41;73.0;64.41;-11.0;86.0;101.44;-60.0;64.0;152.0;-44.0;555.0;64.41;157.0;489.0;64.41;32.0;116.0;64.41;-40.0;15.0;64.41;-15.0;22.0;81.61;-15.0
2022-03-01 03:00:00+00:00;113.12;73.0;113.12;-11.0;86.0;113.12;-47.0;64.0;144.0;-44.0;555.0;113.12;116.0;489.0;113.12;49.0;116.0;113.12;-42.0;15.0;113.12;-9.0;22.0;113.12;-12.0
2022-03-01 07:00:00+00:00;43.6;73.0;43.6;-12.0;86.0;77.96;-60.0;64.0;43.6;-34.0;555.0;43.6;41.0;489.0;43.6;138.0;116.0;43.6;-43.0;15.0;43.6;-15.0;22.0;214.48;-15.0
2022-03-01 11:00:00+00:00;95.11;73.0;95.11;-4.0;86.0;95.11;-47.0;64.0;95.11;-34.0;555.0;95.11;94.0;489.0;95.11;61.0;116.0;95.11;-41.0;15.0;95.11;-14.0;22.0;214.48;-15.0
2022-03-01 15:00:00+00:00;20.0;73.0;20.0;-14.0;86.0;102.52;-60.0;64.0;20.0;-18.0;555.0;20.0;29.0;489.0;11.0;146.0;116.0;20.0;-53.0;15.0;20.0;-15.0;22.0;214.48;-15.0
2022-03-01 19:00:00+00:00;23.88;73.0;23.88;-14.0;86.0;45.8;-60.0;64.0;23.88;-30.0;555.0;23.88;79.0;489.0;23.88;107.0;116.0;23.88;-52.0;15.0;23.88;-15.0;22.0;214.48;-15.0
2022-03-01 23:00:00+00:00;52.8;73.0;52.8;-8.0;86.0;52.8;-57.0;64.0;52.8;-26.0;555.0;52.8;155.0;489.0;52.8;3.0;116.0;52.8;-37.0;15.0;52.8;-15.0;22.0;68.81;-15.0
2022-03-02 03:00:00+00:00;106.88;73.0;106.88;-9.0;86.0;106.88;-60.0;64.0;106.88;-32.0;555.0;106.88;156.0;489.0;106.88;4.0;116.0;106.88;-37.0;15.0;106.88;-9.0;22.0;106.88;-13.0
2022-03-02 07:00:00+00:00;55.28;73.0;55.28;-4.0;86.0;137.12;-60.0;64.0;55.28;10.0;555.0;55.28;62.0;489.0;55.28;58.0;116.0;55.28;-36.0;15.0;55.28;-15.0;22.0;268.4;-15.0
2022-03-02 11:00:00+00:00;67.52;73.0;67.52;12.0;86.0;67.52;-57.0;64.0;67.52;-26.0;555.0;67.52;84.0;489.0;67.52;52.0;116.0;67.52;-36.0;15.0;67.52;-14.0;22.0;268.4;-15.0
2022-03-02 15:00:00+00:00;35.64;73.0;35.64;-15.0;86.0;229.88;-60.0;64.0;35.64;-25.0;555.0;35.64;61.0;489.0;35.64;115.0;116.0;35.64;-46.0;15.0;35.64;-15.0;22.0;537.28;-15.0
2022-03-02 19:00:00+00:00;24.79;73.0;24.79;-15.0;86.0;65.68;-60.0;64.0;24.79;-34.0;555.0;24.79;72.0;489.0;24.79;114.0;116.0;24.79;-47.0;15.0;24.79;-15.0;22.0;214.6;-15.0
2022-03-02 23:00:00+00:00;62.68;73.0;62.68;0.0;86.0;97.48;-60.0;64.0;62.68;-43.0;555.0;62.68;161.0;489.0;62.68;8.0;116.0;62.68;-35.0;15.0;62.68;-15.0;22.0;68.19;-15.0
2022-03-03 03:00:00+00:00;107.82;73.0;107.82;-8.0;86.0;107.82;-59.0;64.0;107.82;-35.0;555.0;107.82;136.0;489.0;107.82;25.0;116.0;107.82;-35.0;15.0;107.82;-9.0;22.0;268.36;-15.0
2022-03-03 07:00:00+00:00;45.0;73.0;45.0;-12.0;86.0;58.96;-60.0;64.0;45.0;26.0;555.0;45.0;87.0;489.0;45.0;34.0;116.0;45.0;-45.0;15.0;45.0;-15.0;22.0;268.36;-15.0
2022-03-03 11:00:00+00:00;102.12;73.0;102.12;0.0;86.0;114.68;-60.0;64.0;102.12;-32.0;555.0;102.12;129.0;489.0;102.12;29.0;116.0;102.12;-45.0;15.0;102.12;-8.0;22.0;102.12;-13.0
2022-03-03 15:00:00+00:00;54.32;73.0;54.32;-8.0;86.0;96.04;-60.0;64.0;54.32;16.0;555.0;54.32;72.0;489.0;54.32;55.0;116.0;54.32;-45.0;15.0;54.32;-15.0;22.0;268.36;-15.0
2022-03-03 19:00:00+00:00;20.97;73.0;20.97;-13.0;86.0;35.6;-60.0;64.0;20.97;-32.0;555.0;20.97;75.0;489.0;20.97;105.0;116.0;20.97;-45.0;15.0;20.97;-15.0;22.0;268.36;-15.0
2022-03-03 23:00:00+00:00;36.67;73.0;36.67;-7.0;86.0;227.84;-60.0;64.0;36.67;-23.0;555.0;36.67;97.0;489.0;36.67;62.0;116.0;36.67;-35.0;15.0;36.67;-15.0;22.0;375.84;-15.0
2022-03-04 03:00:00+00:00;103.42;73.0;103.42;-1.0;86.0;144.28;-60.0;64.0;103.42;-34.0;555.0;103.42;102.0;489.0;103.42;52.0;116.0;103.42;-35.0;15.0;103.42;-9.0;22.0;375.84;-15.0
2022-03-04 07:00:00+00:00;99.71;73.0;99.71;-3.0;86.0;99.71;-56.0;64.0;99.71;-14.0;555.0;99.71;104.0;489.0;99.71;34.0;116.0;99.71;-35.0;15.0;99.71;-15.0;22.0;375.84;-15.0
2022-03-04 11:00:00+00:00;62.34;73.0;62.34;20.0;86.0;208.32;-60.0;64.0;91.1;-44.0;555.0;62.34;137.0;489.0;62.34;15.0;116.0;62.34;-39.0;15.0;62.34;-14.0;22.0;375.84;-15.0
2022-03-04 15:00:00+00:00;36.67;73.0;36.67;-8.0;86.0;62.36;-60.0;64.0;36.67;-44.0;555.0;36.67;58.0;489.0;36.67;130.0;116.0;36.67;-45.0;15.0;36.67;-15.0;22.0;375.84;-15.0
2022-03-04 19:00:00+00:00;20.0;73.0;20.0;-8.0;86.0;89.52;-60.0;64.0;44.8;-44.0;555.0;20.0;42.0;489.0;11.0;146.0;116.0;20.0;-46.0;15.0;20.0;-15.0;22.0;375.84;-15.0
2022-03-04 23:00:00+00:00;58.29;73.0;58.29;12.0;86.0;94.0;-60.0;64.0;297.0;-44.0;555.0;58.29;102.0;489.0;58.29;72.0;116.0;58.29;-52.0;15.0;58.29;-15.0;22.0;375.84;-15.0
2022-03-05 03:00:00+00:00;96.21;73.0;96.21;4.0;86.0;121.12;-60.0;64.0;258.0;-44.0;555.0;96.21;103.0;489.0;96.21;69.0;116.0;96.21;-42.0;15.0;96.21;-15.0;22.0;375.84;-15.0
2022-03-05 07:00:00+00:00;108.44;73.0;108.44;21.0;86.0;186.64;-60.0;64.0;258.0;-44.0;555.0;108.44;127.0;489.0;108.44;17.0;116.0;108.44;-38.0;15.0;108.44;-8.0;22.0;375.84;-15.0
2022-03-05 11:00:00+00:00;80.0;73.0;80.0;0.0;86.0;177.84;-60.0;64.0;80.0;-36.0;555.0;80.0;147.0;489.0;80.0;20.0;116.0;80.0;-42.0;15.0;80.0;-14.0;22.0;375.84;-15.0
2022-03-05 15:00:00+00:00;125.0;73.0;125.0;26.0;86.0;125.0;-59.0;64.0;125.0;-41.0;555.0;125.0;72.0;489.0;125.0;67.0;116.0;125.0;-42.0;15.0;125.0;-8.0;22.0;375.84;-15.0
2022-03-05 19:00:00+00:00;58.77;73.0;58.77;-6.0;86.0;58.77;-59.0;64.0;58.77;-42.0;555.0;58.77;122.0;489.0;58.77;63.0;116.0;58.77;-48.0;15.0;58.77;-14.0;22.0;375.84;-15.0
2022-03-05 23:00:00+00:00;93.0;73.0;93.0;11.0;86.0;130.52;-60.0;64.0;93.0;-40.0;555.0;93.0;149.0;489.0;93.0;23.0;116.0;93.0;-42.0;15.0;93.0;-15.0;22.0;645.21;-15.0
2022-03-06 03:00:00+00:00;118.88;73.0;118.88;11.0;86.0;166.16;-60.0;64.0;118.88;-37.0;555.0;118.88;167.0;489.0;118.88;-11.0;116.0;118.88;-38.0;15.0;118.88;-9.0;22.0;914.05;-15.0
2022-03-06 07:00:00+00:00;175.5;73.0;175.5;22.0;86.0;208.8;-60.0;64.0;175.5;-26.0;555.0;175.5;129.0;489.0;175.5;-4.0;116.0;175.5;-38.0;15.0;175.5;-8.0;22.0;1075.36;-15.0
2022-03-06 11:00:00+00:00;55.0;73.0;55.0;-3.0;86.0;219.8;-60.0;64.0;55.0;-24.0;555.0;55.0;87.0;489.0;55.0;77.0;116.0;55.0;-48.0;15.0;55.0;-14.0;22.0;967.82;-15.0
2022-03-06 15:00:00+00:00;75.0;73.0;75.0;5.0;86.0;93.96;-60.0;64.0;77.9;-44.0;555.0;75.0;78.0;489.0;75.0;96.0;116.0;75.0;-46.0;15.0;75.0;-14.0;22.0;1075.36;-15.0
2022-03-06 19:00:00+00:00;20.0;73.0;20.0;-7.0;86.0;70.6;-60.0;64.0;64.6;-44.0;555.0;20.0;45.0;489.0;11.0;146.0;116.0;20.0;-50.0;15.0;20.0;-15.0;22.0;698.98;-15.0
2022-03-06 23:00:00+00:00;158.32;73.0;158.32;2.0;86.0;218.84;-60.0;64.0;158.32;-19.0;555.0;158.32;158.0;489.0;158.32;-7.0;116.0;158.32;-50.0;15.0;158.32;-9.0;22.0;268.36;-15.0
2022-03-07 03:00:00+00:00;196.14;73.0;196.14;2.0;86.0;196.14;-56.0;64.0;196.14;-16.0;555.0;196.14;134.0;489.0;196.14;10.0;116.0;196.14;-50.0;15.0;196.14;-9.0;22.0;268.36;-15.0
2022-03-07 07:00:00+00:00;178.51;73.0;178.51;32.0;86.0;178.51;-47.0;64.0;178.51;2.0;555.0;178.51;91.0;489.0;178.51;-9.0;116.0;178.51;-46.0;15.0;178.51;-8.0;22.0;268.36;-15.0
2022-03-07 11:00:00+00:00;246.56;73.0;246.56;22.0;86.0;276.92;-60.0;64.0;246.56;20.0;555.0;246.56;135.0;489.0;246.56;-48.0;116.0;246.56;-46.0;15.0;246.56;-8.0;22.0;268.36;-15.0
2022-03-07 15:00:00+00:00;75.0;73.0;75.0;-1.0;86.0;99.68;-60.0;64.0;75.0;10.0;555.0;75.0;50.0;489.0;75.0;81.0;116.0;75.0;-51.0;15.0;75.0;-14.0;22.0;268.36;-15.0
2022-03-07 19:00:00+00:00;35.0;73.0;35.0;-16.0;86.0;111.88;-60.0;64.0;35.0;-17.0;555.0;35.0;75.0;489.0;35.0;103.0;116.0;35.0;-56.0;15.0;35.0;-14.0;22.0;268.36;-15.0
2022-03-07 23:00:00+00:00;86.05;73.0;86.05;7.0;86.0;126.72;-60.0;64.0;86.05;-16.0;555.0;86.05;120.0;489.0;86.05;25.0;116.0;86.05;-46.0;15.0;86.05;-15.0;22.0;268.36;-15.0
2022-03-08 03:00:00+00:00;146.0;73.0;146.0;2.0;86.0;146.0;-56.0;64.0;146.0;-22.0;555.0;146.0;111.0;489.0;146.0;35.0;116.0;146.0;-46.0;15.0;146.0;-9.0;22.0;268.36;-15.0
2022-03-08 07:00:00+00:00;154.0;73.0;154.0;36.0;86.0;157.36;-60.0;64.0;154.0;20.0;555.0;154.0;106.0;489.0;154.0;-30.0;116.0;154.0;-46.0;15.0;154.0;-9.0;22.0;268.36;-15.0
2022-03-08 11:00:00+00:00;128.0;73.0;128.0;7.0;86.0;276.0;-60.0;64.0;128.0;-3.0;555.0;128.0;164.0;489.0;128.0;-39.0;116.0;128.0;-46.0;15.0;128.0;-8.0;22.0;268.36;-15.0
2022-03-08 15:00:00+00:00;106.82;73.0;106.82;4.0;86.0;106.82;-56.0;64.0;106.82;6.0;555.0;106.82;69.0;489.0;106.82;47.0;116.0;106.82;-46.0;15.0;106.82;-9.0;22.0;268.36;-15.0
2022-03-08 19:00:00+00:00;55.6;73.0;55.6;-2.0;86.0;120.28;-60.0;64.0;55.6;-19.0;555.0;55.6;103.0;489.0;55.6;64.0;116.0;55.6;-56.0;15.0;55.6;-15.0;22.0;268.36;-15.0
2022-03-08 23:00:00+00:00;120.35;73.0;120.35;16.0;86.0;260.0;-60.0;64.0;120.35;-5.0;555.0;120.35;153.0;489.0;120.35;-27.0;116.0;120.35;-46.0;15.0;120.35;-9.0;22.0;268.24;-15.0
2022-03-09 03:00:00+00:00;203.04;73.0;203.04;-4.0;86.0;203.04;-56.0;64.0;203.04;-18.0;555.0;203.04;163.0;489.0;203.04;-5.0;116.0;203.04;-56.0;15.0;203.04;-9.0;22.0;268.24;-15.0
2022-03-09 07:00:00+00:00;321.0;73.0;321.0;22.0;86.0;321.0;-47.0;64.0;395.8;-44.0;555.0;321.0;114.0;489.0;321.0;35.0;116.0;321.0;-56.0;15.0;321.0;-9.0;22.0;321.0;-15.0
2022-03-09 11:00:00+00:00;155.0;73.0;155.0;8.0;86.0;340.04;-60.0;64.0;190.8;-39.0;555.0;155.0;150.0;489.0;155.0;20.0;116.0;155.0;-56.0;15.0;155.0;-8.0;22.0;268.24;-15.0
2022-03-09 15:00:00+00:00;135.14;73.0;135.14;2.0;86.0;135.14;-56.0;64.0;435.95;-44.0;555.0;135.14;108.0;489.0;135.14;70.0;116.0;135.14;-56.0;15.0;135.14;-9.0;22.0;268.24;-15.0
2022-03-09 19:00:00+00:00;47.08;73.0;47.08;-11.0;86.0;88.04;-60.0;64.0;299.01;-44.0;555.0;47.08;103.0;489.0;47.08;98.0;116.0;47.08;-56.0;15.0;47.08;-15.0;22.0;268.24;-15.0
2022-03-09 23:00:00+00:00;167.4;73.0;167.4;5.0;86.0;167.4;-56.0;64.0;167.4;-41.0;555.0;77.0;167.0;489.0;167.4;-5.0;116.0;167.4;-46.0;15.0;167.4;-9.0;22.0;375.64;-15.0
2022-03-10 03:00:00+00:00;185.48;73.0;185.48;5.0;86.0;195.64;-60.0;64.0;185.48;5.0;555.0;185.48;136.0;489.0;185.48;-16.0;116.0;185.48;-46.0;15.0;185.48;-9.0;22.0;375.64;-15.0
2022-03-10 07:00:00+00:00;126.0;73.0;126.0;4.0;86.0;126.0;-56.0;64.0;126.0;9.0;555.0;126.0;77.0;489.0;126.0;38.0;116.0;126.0;-47.0;15.0;126.0;-9.0;22.0;375.64;-15.0
2022-03-10 11:00:00+00:00;151.0;73.0;151.0;17.0;86.0;164.6;-60.0;64.0;151.0;14.0;555.0;151.0;142.0;489.0;151.0;-41.0;116.0;151.0;-49.0;15.0;151.0;-8.0;22.0;375.64;-15.0
2022-03-10 15:00:00+00:00;118.63;73.0;118.63;11.0;86.0;233.08;-60.0;64.0;118.63;15.0;555.0;118.63;67.0;489.0;118.63;46.0;116.0;118.63;-49.0;15.0;118.63;-9.0;22.0;375.64;-15.0
2022-03-10 19:00:00+00:00;100.0;73.0;100.0;4.0;86.0;100.0;-56.0;64.0;136.9;-44.0;555.0;100.0;107.0;489.0;100.0;64.0;116.0;100.0;-50.0;15.0;100.0;-10.0;22.0;375.64;-15.0
2022-03-10 23:00:00+00:00;50.0;73.0;50.0;-1.0;86.0;143.28;-60.0;64.0;50.0;13.0;555.0;50.0;130.0;489.0;50.0;-6.0;116.0;50.0;-46.0;15.0;50.0;-15.0;22.0;429.48;-15.0
2022-03-11 03:00:00+00:00;184.56;73.0;184.56;0.0;86.0;184.56;-57.0;64.0;184.56;-26.0;555.0;184.56;143.0;489.0;184.56;10.0;116.0;184.56;-46.0;15.0;184.56;-9.0;22.0;429.48;-15.0
2022-03-11 07:00:00+00:00;131.72;73.0;131.72;4.0;86.0;132.72;-60.0;64.0;131.72;12.0;555.0;131.72;109.0;489.0;131.72;4.0;116.0;131.72;-46.0;15.0;131.72;-8.0;22.0;429.48;-15.0
2022-03-11 11:00:00+00:00;337.59;73.0;337.59;0.0;86.0;337.59;-48.0;64.0;337.59;12.0;555.0;337.59;130.0;489.0;337.59;-25.0;116.0;337.59;-46.0;15.0;337.59;-8.0;22.0;429.48;-15.0
2022-03-11 15:00:00+00:00;178.24;73.0;178.24;33.0;86.0;178.24;-57.0;64.0;178.24;12.0;555.0;178.24;104.0;489.0;178.24;-22.0;116.0;178.24;-46.0;15.0;178.24;-9.0;22.0;429.48;-15.0
2022-03-11 19:00:00+00:00;99.12;73.0;99.12;-1.0;86.0;99.12;-57.0;64.0;99.12;-32.0;555.0;99.12;135.0;489.0;99.12;35.0;116.0;99.12;-50.0;15.0;99.12;-15.0;22.0;429.48;-15.0
2022-03-11 23:00:00+00:00;145.96;73.0;145.96;0.0;86.0;287.12;-60.0;64.0;145.96;-12.0;555.0;145.96;146.0;489.0;145.96;-5.0;116.0;145.96;-46.0;15.0;145.96;-9.0;22.0;145.96;-14.0
2022-03-12 03:00:00+00:00;278.12;73.0;278.12;0.0;86.0;301.6;-60.0;64.0;278.12;9.0;555.0;278.12;146.0;489.0;278.12;-27.0;116.0;278.12;-46.0;15.0;278.12;-9.0;22.0;278.12;-13.0
2022-03-12 07:00:00+00:00;301.0;73.0;301.0;1.0;86.0;301.0;-47.0;64.0;301.0;13.0;555.0;301.0;123.0;489.0;301.0;-22.0;116.0;301.0;-46.0;15.0;301.0;-9.0;22.0;301.0;-13.0
2022-03-12 11:00:00+00:00;191.03;73.0;191.03;0.0;86.0;191.03;-56.0;64.0;191.03;-18.0;555.0;191.03;110.0;489.0;191.03;33.0;116.0;191.03;-46.0;15.0;191.03;-9.0;22.0;191.03;-14.0
2022-03-12 15:00:00+00:00;212.76;73.0;212.76;1.0;86.0;212.76;-56.0;64.0;212.76;-40.0;555.0;212.76;73.0;489.0;212.76;90.0;116.0;212.76;-46.0;15.0;212.76;-8.0;22.0;212.76;-14.0
2022-03-12 19:00:00+00:00;107.97;73.0;107.97;-1.0;86.0;109.12;-60.0;64.0;107.97;-24.0;555.0;107.97;151.0;489.0;107.97;2.0;116.0;107.97;-46.0;15.0;107.97;-8.0;22.0;107.97;-14.0
2022-03-12 23:00:00+00:00;79.5;73.0;79.5;18.0;86.0;220.8;-60.0;64.0;79.5;-29.0;555.0;70.0;167.0;489.0;79.5;-18.0;116.0;79.5;-50.0;15.0;79.5;-15.0;22.0;79.5;-13.0
2022-03-13 03:00:00+00:00;266.8;73.0;266.8;18.0;86.0;266.8;-56.0;64.0;266.8;-12.0;555.0;115.0;167.0;489.0;266.8;-51.0;116.0;266.8;-46.0;15.0;266.8;-9.0;22.0;266.8;-11.0
2022-03-13 07:00:00+00:00;308.0;73.0;308.0;17.0;86.0;308.0;-56.0;64.0;308.0;3.0;555.0;308.0;118.0;489.0;308.0;-16.0;116.0;308.0;-46.0;15.0;308.0;-9.0;22.0;308.0;-11.0
2022-03-13 11:00:00+00:00;192.2;73.0;192.2;18.0;86.0;312.96;-60.0;64.0;192.2;-33.0;555.0;192.2;107.0;489.0;192.2;35.0;116.0;192.2;-46.0;15.0;192.2;-9.0;22.0;192.2;-12.0
2022-03-13 15:00:00+00:00;112.0;73.0;112.0;17.0;86.0;112.0;-56.0;64.0;112.0;-43.0;555.0;112.0;99.0;489.0;112.0;50.0;116.0;112.0;-46.0;15.0;112.0;-8.0;22.0;112.0;-13.0
2022-03-13 19:00:00+00:00;95.66;73.0;95.66;17.0;86.0;95.66;-56.0;64.0;95.66;-27.0;555.0;95.66;159.0;489.0;95.66;-20.0;116.0;95.66;-46.0;15.0;95.66;-14.0;22.0;95.66;-13.0
2022-03-13 23:00:00+00:00;118.46;73.0;118.46;8.0;86.0;163.76;-60.0;64.0;118.46;-4.0;555.0;94.99;167.0;489.0;118.46;-43.0;116.0;118.46;-46.0;15.0;118.46;-9.0;22.0;118.46;-13.0
2022-03-14 03:00:00+00:00;133.68;73.0;133.68;8.0;86.0;133.68;-56.0;64.0;133.68;-18.0;555.0;116.66;167.0;489.0;133.68;-33.0;116.0;133.68;-46.0;15.0;133.68;-9.0;22.0;133.68;-13.0
2022-03-14 07:00:00+00:00;69.67;73.0;69.67;10.0;86.0;69.67;-56.0;64.0;69.67;-36.0;555.0;69.67;51.0;489.0;69.67;110.0;116.0;69.67;-50.0;15.0;69.67;-14.0;22.0;80.54;-15.0
